日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,因子排名,排名百分比
2024-01-02,2023-12-29,515790.SH,华泰柏瑞中证光伏产业ETF,931151.CSI,中证光伏产业指数,15,2023-12-12,2024-01-02,2511.8327,2645.1452,0.00652416527105629,0.0530737974706674,0.0962118953763657,0.589277138999634,0.0312751755293609,0.551634465395897,1,0.032258064516129
2024-01-02,2023-12-29,517180.SH,南方富时中国国企开放共赢ETF,GPCCH0.FS,富时中国国企开放共赢指数,15,2023-12-13,2024-01-02,1282.42,1325.37,0.00292746094248967,0.0334913678825968,0.0194580484597976,0.748891775924031,0.0250814099717229,1.72120898721131,2,0.0645161290322581
2024-01-02,2023-12-29,512400.SH,南方中证申万有色金属ETF,000819.SH,中证申万有色金属指数,15,2023-12-12,2024-01-02,4466.8635,4635.2857,0.0039374255734838,0.0377048011429049,0.0427196432538023,0.562842486285436,0.0212218640201705,0.882610393511394,3,0.0967741935483871
2024-01-02,2023-12-29,510410.SH,博时上证自然资源ETF,000068.SH,上证自然资源指数,15,2023-12-12,2024-01-02,2487.8605,2570.4536,0.00303536468984505,0.0331984450092762,0.0330148952399668,0.533794197937606,0.0177211373265023,1.00555960477764,4,0.129032258064516
2024-01-02,2023-12-29,515220.SH,国泰中证煤炭ETF,399998.SZ,中证煤炭指数,15,2023-12-12,2024-01-02,2258.9367,2304.0425,0.00040990353128432,0.0199677131280394,0.0489903515662323,0.0317651782947393,0.000634277967650378,0.407584605736991,5,0.161290322580645
2024-01-02,2023-12-29,159996.SZ,国泰中证全指家用电器ETF,930697.CSI,中证全指家用电器指数,15,2023-12-12,2024-01-02,9115.7215,9121.2793,0.000697662386633536,0.000609693922746679,0.0376681641892088,0.0850748335589483,5.1869608999576e-05,0.0161859208132406,6,0.193548387096774
2024-01-02,2023-12-29,159611.SZ,广发中证全指电力ETF,H30199.CSI,中证全指电力公用事业指数,15,2023-12-12,2024-01-02,2577.8146,2601.7385,-2.89549927251271e-05,0.00928069070599569,0.024997820901131,0.000226101729599248,2.0983802205013e-06,0.37125998872869,7,0.225806451612903
2024-01-02,2023-12-29,512660.SH,国泰中证军工ETF,399967.SZ,中证军工指数,15,2023-12-12,2024-01-02,9912.501,9891.2161,-0.000158854542175544,-0.00214727847190133,0.0492048238009108,0.00134161834246782,-2.88082818428909e-06,-0.0436395927478472,8,0.258064516129032
2024-01-02,2023-12-29,159865.SZ,国泰中证畜牧养殖ETF,930707.CSI,中证畜牧养殖指数,15,2023-12-12,2024-01-02,2413.8931,2388.8481,-0.000122264923284554,-0.0103753558929348,0.0362543599597174,0.00150707509503067,-1.56364404683218e-05,-0.286182293783782,9,0.290322580645161
2024-01-02,2023-12-29,510300.SH,华泰柏瑞沪深300ETF,000300.SH,沪深300指数,15,2023-12-12,2024-01-02,3426.803,3386.3522,0.000455518817854441,-0.0118042385278641,0.0382462514325362,0.0294499755728347,-0.00034763453630151,-0.308637790259941,10,0.32258064516129
2024-01-02,2023-12-29,159915.SZ,易方达创业板ETF,399006.SZ,创业板指数,15,2023-12-12,2024-01-02,1903.8712,1855.9217,-0.000549270715906895,-0.0251852646334478,0.0576101547976183,0.0208303857886171,-0.000524618778503132,-0.437167105728538,11,0.354838709677419
