月末交易日,收益日期,对标指数代码,对标指数,收盘价,日收益率
2025-08-29,2025-05-30,000001.SH,上证综合指数,3347.4873,-0.0047445989536623
2025-08-29,2025-06-03,000001.SH,上证综合指数,3361.9755,0.0043280821408942
2025-08-29,2025-06-04,000001.SH,上证综合指数,3376.2029,0.00423185713280794
2025-08-29,2025-06-05,000001.SH,上证综合指数,3384.0985,0.0023386035240951
2025-08-29,2025-06-06,000001.SH,上证综合指数,3385.3579,0.000372152288120375
2025-08-29,2025-06-09,000001.SH,上证综合指数,3399.7716,0.00425765913849174
2025-08-29,2025-06-10,000001.SH,上证综合指数,3384.8163,-0.00439891315051877
2025-08-29,2025-06-11,000001.SH,上证综合指数,3402.3159,0.00517002946363743
2025-08-29,2025-06-12,000001.SH,上证综合指数,3402.658,0.000100549158295271
2025-08-29,2025-06-13,000001.SH,上证综合指数,3376.996,-0.0075417511839273
2025-08-29,2025-06-16,000001.SH,上证综合指数,3388.7293,0.00347447850101101
2025-08-29,2025-06-17,000001.SH,上证综合指数,3387.4049,-0.000390824962029246
2025-08-29,2025-06-18,000001.SH,上证综合指数,3388.8086,0.000414388017210499
2025-08-29,2025-06-20,000001.SH,上证综合指数,3359.8954,-0.00853196607208795
2025-08-29,2025-06-23,000001.SH,上证综合指数,3381.5816,0.00645442712293964
2025-08-29,2025-06-24,000001.SH,上证综合指数,3420.566,0.0115284516570588
2025-08-29,2025-06-25,000001.SH,上证综合指数,3455.9736,0.0103513862910407
2025-08-29,2025-06-26,000001.SH,上证综合指数,3448.4534,-0.00217600041852173
2025-08-29,2025-06-27,000001.SH,上证综合指数,3424.2267,-0.00702538129121877
2025-08-29,2025-06-30,000001.SH,上证综合指数,3444.4256,0.00589882089290406
2025-08-29,2025-07-02,000001.SH,上证综合指数,3454.7924,0.00300973259518211
2025-08-29,2025-07-03,000001.SH,上证综合指数,3461.1506,0.001840400019405
2025-08-29,2025-07-07,000001.SH,上证综合指数,3473.1271,0.00346026549668199
2025-08-29,2025-07-08,000001.SH,上证综合指数,3497.4753,0.00701045464187011
2025-08-29,2025-07-09,000001.SH,上证综合指数,3493.0495,-0.00126542709250865
2025-08-29,2025-07-10,000001.SH,上证综合指数,3509.6818,0.00476154145539587
2025-08-29,2025-07-11,000001.SH,上证综合指数,3510.1772,0.000141152397348465
2025-08-29,2025-07-14,000001.SH,上证综合指数,3519.6498,0.0026986102012172
2025-08-29,2025-07-15,000001.SH,上证综合指数,3504.9988,-0.00416263004347772
2025-08-29,2025-07-16,000001.SH,上证综合指数,3503.7769,-0.000348616381837252
2025-08-29,2025-07-17,000001.SH,上证综合指数,3516.8255,0.00372415264225312
2025-08-29,2025-07-18,000001.SH,上证综合指数,3534.4827,0.00502077797149725
2025-08-29,2025-07-22,000001.SH,上证综合指数,3581.8611,0.0134046207101255
2025-08-29,2025-07-23,000001.SH,上证综合指数,3582.298,0.000121975695819065
2025-08-29,2025-07-24,000001.SH,上证综合指数,3605.7269,0.00654018733226569
2025-08-29,2025-07-25,000001.SH,上证综合指数,3593.6553,-0.00334789637007737
2025-08-29,2025-07-28,000001.SH,上证综合指数,3597.9369,0.00119143313494763
2025-08-29,2025-07-29,000001.SH,上证综合指数,3609.7113,0.00327254210600514
2025-08-29,2025-07-30,000001.SH,上证综合指数,3615.7167,0.00166367875458628
2025-08-29,2025-07-31,000001.SH,上证综合指数,3573.2082,-0.0117565903324228
2025-08-29,2025-08-01,000001.SH,上证综合指数,3559.9518,-0.00370994335006847
2025-08-29,2025-08-04,000001.SH,上证综合指数,3583.3088,0.00656104388829082
2025-08-29,2025-08-05,000001.SH,上证综合指数,3617.5976,0.00956903295635603
2025-08-29,2025-08-06,000001.SH,上证综合指数,3633.9949,0.00453264896018291
2025-08-29,2025-08-07,000001.SH,上证综合指数,3639.6666,0.00156073416613767
2025-08-29,2025-08-08,000001.SH,上证综合指数,3635.1281,-0.00124695487218529
2025-08-29,2025-08-12,000001.SH,上证综合指数,3665.9177,0.00847001787914992
2025-08-29,2025-08-13,000001.SH,上证综合指数,3683.4648,0.00478655044547249
2025-08-29,2025-08-14,000001.SH,上证综合指数,3666.4426,-0.00462124682174248
2025-08-29,2025-08-15,000001.SH,上证综合指数,3696.7705,0.00827175093372534
2025-08-29,2025-08-18,000001.SH,上证综合指数,3728.0273,0.00845516377064803
2025-08-29,2025-08-19,000001.SH,上证综合指数,3727.2879,-0.000198335457468501
2025-08-29,2025-08-20,000001.SH,上证综合指数,3766.2104,0.0104425794422802
2025-08-29,2025-08-21,000001.SH,上证综合指数,3771.0989,0.0012979890873861
2025-08-29,2025-08-22,000001.SH,上证综合指数,3825.7592,0.0144945283720881
2025-08-29,2025-08-25,000001.SH,上证综合指数,3883.5617,0.015108765862734
2025-08-29,2025-08-26,000001.SH,上证综合指数,3868.382,-0.00390870576357782
2025-08-29,2025-08-27,000001.SH,上证综合指数,3800.3499,-0.017586706793693
2025-08-29,2025-08-28,000001.SH,上证综合指数,3843.5974,0.0113798732058856
2025-08-29,2025-08-29,000001.SH,上证综合指数,3857.9274,0.00372827809697229
2025-08-29,2025-05-30,000010.SH,上证180指数,8511.0736,-0.00391749273349407
2025-08-29,2025-06-03,000010.SH,上证180指数,8535.4435,0.00286331679707241
2025-08-29,2025-06-04,000010.SH,上证180指数,8558.8814,0.00274594987360643
2025-08-29,2025-06-05,000010.SH,上证180指数,8572.0928,0.00154358956300071
2025-08-29,2025-06-06,000010.SH,上证180指数,8572.9572,0.000100838852327811
2025-08-29,2025-06-09,000010.SH,上证180指数,8596.7791,0.00277872610865226
2025-08-29,2025-06-10,000010.SH,上证180指数,8562.2387,-0.00401783035230019
2025-08-29,2025-06-11,000010.SH,上证180指数,8610.7038,0.00566033039933811
2025-08-29,2025-06-12,000010.SH,上证180指数,8616.1688,0.000634675181835798
2025-08-29,2025-06-13,000010.SH,上证180指数,8575.555,-0.00471367274048751
2025-08-29,2025-06-16,000010.SH,上证180指数,8592.5008,0.00197605869241113
2025-08-29,2025-06-17,000010.SH,上证180指数,8574.445,-0.00210134399987483
2025-08-29,2025-06-18,000010.SH,上证180指数,8573.4573,-0.000115191128988501
2025-08-29,2025-06-20,000010.SH,上证180指数,8515.2566,-0.00678847493647627
2025-08-29,2025-06-23,000010.SH,上证180指数,8542.2379,0.0031685833166788
2025-08-29,2025-06-24,000010.SH,上证180指数,8629.7013,0.0102389328211054
2025-08-29,2025-06-25,000010.SH,上证180指数,8729.564,0.0115719764251863
2025-08-29,2025-06-26,000010.SH,上证180指数,8704.9784,-0.00281636058799728
2025-08-29,2025-06-27,000010.SH,上证180指数,8644.4211,-0.00695662840472988
2025-08-29,2025-06-30,000010.SH,上证180指数,8682.8622,0.00444692589073425
2025-08-29,2025-07-02,000010.SH,上证180指数,8706.328,0.00270254202583109
2025-08-29,2025-07-03,000010.SH,上证180指数,8725.3568,0.00218562865998151
2025-08-29,2025-07-07,000010.SH,上证180指数,8751.6863,0.00301758433534771
2025-08-29,2025-07-08,000010.SH,上证180指数,8815.1417,0.00725064836933198
2025-08-29,2025-07-09,000010.SH,上证180指数,8785.6604,-0.00334439320470592
2025-08-29,2025-07-10,000010.SH,上证180指数,8811.3776,0.00292717892897376
2025-08-29,2025-07-11,000010.SH,上证180指数,8820.7067,0.00105875612458162
2025-08-29,2025-07-14,000010.SH,上证180指数,8841.9534,0.00240872990369345
2025-08-29,2025-07-15,000010.SH,上证180指数,8824.9458,-0.00192351160774051
2025-08-29,2025-07-16,000010.SH,上证180指数,8805.5735,-0.00219517495506871
2025-08-29,2025-07-17,000010.SH,上证180指数,8848.5243,0.0048776834353832
2025-08-29,2025-07-18,000010.SH,上证180指数,8913.022,0.00728909113127507
2025-08-29,2025-07-22,000010.SH,上证180指数,9062.651,0.0167876843566637
2025-08-29,2025-07-23,000010.SH,上证180指数,9066.7514,0.000452450392274706
2025-08-29,2025-07-24,000010.SH,上证180指数,9141.439,0.00823752595665095
2025-08-29,2025-07-25,000010.SH,上证180指数,9098.5737,-0.00468911951389706
2025-08-29,2025-07-28,000010.SH,上证180指数,9120.8662,0.00245010929570189
2025-08-29,2025-07-29,000010.SH,上证180指数,9164.7291,0.00480907175241763
2025-08-29,2025-07-30,000010.SH,上证180指数,9186.8004,0.00240828722367792
2025-08-29,2025-07-31,000010.SH,上证180指数,9031.722,-0.0168805670361577
2025-08-29,2025-08-01,000010.SH,上证180指数,8962.5441,-0.00765943637326305
2025-08-29,2025-08-04,000010.SH,上证180指数,9002.3247,0.00443853882961642
2025-08-29,2025-08-05,000010.SH,上证180指数,9071.6441,0.00770016660252226
2025-08-29,2025-08-06,000010.SH,上证180指数,9093.7833,0.00244048374869554
2025-08-29,2025-08-07,000010.SH,上证180指数,9102.3343,0.000940312707913504
2025-08-29,2025-08-08,000010.SH,上证180指数,9088.3023,-0.00154158258063553
2025-08-29,2025-08-12,000010.SH,上证180指数,9133.6199,0.00498636582544143
2025-08-29,2025-08-13,000010.SH,上证180指数,9178.0025,0.00485925629552431
2025-08-29,2025-08-14,000010.SH,上证180指数,9189.726,0.00127734765816423
2025-08-29,2025-08-15,000010.SH,上证180指数,9235.4757,0.00497835299986105
2025-08-29,2025-08-18,000010.SH,上证180指数,9278.0065,0.00460515531430605
